w_max,force
0.5099232542182873,0.21416776677168073
0.7743126521834683,0.32521131391705677
0.7327933026768283,0.30777318712426793
0.12219128023436565,0.05132033769843358
0.34675763024935913,0.14563820470473088
0.4153197348466736,0.17443428863560295
0.4668107843812994,0.1960605294401458
0.6112616284401604,0.25672988394486745
0.08640867569011978,0.036291643789850316
0.13243082476570145,0.05562094640159462
0.1511780928229879,0.06349479898565492
0.04666091703168118,0.0195975851533061
0.1600721998037441,0.06723032391757254
0.7653235210307572,0.3214358788329181
0.9461914118256695,0.39740039296678126
0.450052169659494,0.18902191125698753
0.645596836835454,0.2711506714708907
0.8918472963508759,0.37457586446736796
0.24666945519610128,0.10360117118236256
0.44921400430125835,0.18866988180652855
0.8844417957760712,0.37146555422594996
0.1570313234521602,0.0659531558499073
0.35687956369060436,0.14988941675005388
0.9546409624910885,0.4009492042462573
0.692884531811653,0.2910115033608943
0.23542527328357366,0.09887861477910095
0.48106922083993986,0.20204907275277478
0.06725976327270333,0.028249100574535405
0.234396507518443,0.09844653315774608
0.12519367614931054,0.052581343982710436
0.5316594152836475,0.223296954419132
0.1835537489358905,0.07709257455307403
0.766991290209956,0.32213634188818163
0.06675848667138262,0.028038564401980708
0.0249591673125259,0.01048285027126088
0.06722047031231038,0.028232597531170363
0.4416972360652117,0.18551283914738897
0.3705447200690737,0.155628782429011
0.8677159187959212,0.364440685894287
0.1697073620574946,0.07127709206414774
0.2759969198724872,0.11591870634644465
0.48957696867936173,0.20562232684533197
0.5776468829493149,0.2426116908387123
0.40844663789317104,0.1715475879151319
0.5459820532476768,0.2293124623640243
0.6386213940240286,0.2682209854900921
0.15108778383613786,0.06345686921117791
0.11766289966934962,0.04941841786112685
0.3677366305905313,0.15444938484802317
0.4951015707307853,0.20794265970692988
0.35350075759305366,0.14847031818908257
0.9203184500615244,0.3865337490258403
0.0187146504634651,0.007860153194655344
0.007821147754865532,0.0032848820570435242
0.3615123308777817,0.15183517896866833
0.44892002049434787,0.18854640860762614
0.08660353936303822,0.03637348653247606
0.39799848138834504,0.16715936218310495
0.435807112492948,0.1830389872470382
0.7410206844380754,0.31122868746399174
0.5152029494896777,0.21638523878566468
0.341291897621418,0.14334259700099558
0.9167353362882565,0.38502884124106784
0.3689644733237547,0.154965078795977
0.23198070062285092,0.09743189426159742
0.3587433961098023,0.15067222636611702
0.4168890154867324,0.17509338650442766
0.11403596474861366,0.047895105194417746
0.5941623320864454,0.24954817947630714
0.9908708338394485,0.41616575021256846
0.4290771685841871,0.18021241080535863
0.5464611439871081,0.22951368047458545
0.5250643896793786,0.22052704366533907
0.8212549138429266,0.34492706381402927
0.7635010364769292,0.32067043532031037
0.6858019918434363,0.2880368365742433
0.908546947388558,0.38158971790319446
0.6396476758377583,0.26865202385185855
0.7839497859019905,0.32925891007883606
0.5490977229316699,0.23062104363130143
0.968253059619305,0.40666628504010816
0.32963249116167304,0.1384456462879027
0.9710935387123226,0.4078592862591756
0.6449652040387313,0.2708853856962672
0.1283784786800911,0.05391896104563828
0.4123067183042386,0.17316882168778025
0.09809620899398164,0.041200407777472296
0.6153799587580528,0.25845958267838226
0.01507259730986743,0.006330490870144322
0.6124036919570018,0.25720955062194084
0.5069893302595623,0.2129355187090162
0.83548098665345,0.3509020143944491
0.111396818936503,0.04678666395333127
0.23773377967454434,0.09984818746330865
0.7240065214818343,0.3040827390223705
0.30654686166772316,0.12874968190044375
0.7369089226776946,0.3095017475246318
0.270203026763577,0.11348527124070236
0.9323788157718175,0.3915991026241634
0.26428497778259175,0.11099969066868856
0.396436008301949,0.16650312348681862
0.7995479356734975,0.335810132982869
0.5780612777294435,0.24278573664636632
0.45587394279167526,0.19146705597250366
0.3966696193927468,0.1666012401449537
0.6288002160248288,0.26409609073042817
0.6028959414024145,0.2532162953890142
0.8228856017036654,0.34561195271553957
0.2518631471864048,0.10578252181829004
0.042331743418067,0.017779332235588145
0.3391491504435046,0.14244264318627195
0.6927064584735845,0.2909367125589055
0.9298272486440934,0.3905274444305193
0.22100079345617507,0.09282033325159356
0.42512077869827847,0.178550727053277
0.3515643488691781,0.14765702652505483
0.30447688627271874,0.1278802922345419
0.6705574961449794,0.2816341483808914
0.12717346168317012,0.053412853906931464
0.6246454780492945,0.2623511007807037
0.2965943804583516,0.12456963979250771
0.45956929134488544,0.19301910236485192
0.8285178944460833,0.3479775156673551
0.06379061570963962,0.026792058598048646
0.6082291034911766,0.25545622346629426
0.6606366531159511,0.27746739430869954
0.5143455743854042,0.2160251412418698
0.9621105486682597,0.40408643044066916
0.7345927073347721,0.30852893708060436
0.6768313498246648,0.2842691669263593
0.7401228400482169,0.3108515928202512
0.6395550475735762,0.26861311998090204
0.3560331112531083,0.14953390672630554
0.5735461841947591,0.24088939736179887
0.05339652649390003,0.02242654112743802
0.6390916317773275,0.2684184853464776
0.0867740105566801,0.036445084433805654
0.8779826833165509,0.3687527269929515
0.38882495720843335,0.16330648202754205
0.37851953009798933,0.15897820264115556
0.1467924059440574,0.061652810496504125
0.8044324600990109,0.3378616332415847
0.7949518659361982,0.3338797836932033
0.3741750400767275,0.1571535168322256
0.007871905969168203,0.003306200507050646
0.7078896656960931,0.29731365959235917
0.3039340496872005,0.12765230086862425
0.22418138970451218,0.09415618367589514
0.7445376277613749,0.3127058036597775
0.3117054378569213,0.13091628389990698
0.4368967421461545,0.18349663170138492
0.0818718343193291,0.034386170414118226
0.10125887594909422,0.042528727898619584
0.39444523047851043,0.1656669968009744
0.062474753831877616,0.026239396609388604
0.6337163811346975,0.266160880076573
0.4229739989905543,0.17764907957603285
0.49680520797140604,0.20865818734799058
0.8425424187314805,0.3538678158672219
0.7721730990390684,0.3243127015964088
0.9985085478789515,0.4193735901091597
0.9934875484144736,0.417264770334079
0.3560976907771145,0.14956103012638813
0.439874482067792,0.1847472824684727
0.9406050312791875,0.39505411313725886
0.9214221107341304,0.38699728650833487
0.155501800207401,0.06531075608710844
0.7273522630947591,0.3054879504997989
0.7471670476342582,0.3138101600063885
0.16701225336314818,0.07014514641252224
0.0071333752588084165,0.0029960176086995358
0.22399364595626858,0.09407733130163283
0.041549102115198244,0.017450622888383265
0.30190186666560925,0.1267987839995559
0.5654220537139839,0.2374772625598733
0.601473380936237,0.2526188199932196
0.7928197483222919,0.33298429429536264
0.18107600684279335,0.07605192287397322
0.7967806233746285,0.33464786181734407
0.9942965376461474,0.417604545811382
0.5013106547057705,0.21055047497642368
0.94708585660011,0.3977760597720463
0.09870505116426675,0.04145612148899205
0.2979511481746667,0.12513948223336005
0.5857591226152877,0.2460188314984209
0.11600003999173236,0.048720016796527606
0.1576496792227735,0.06621286527356489
0.10562602254258768,0.044362929467886836
0.6419194237240683,0.26960615796410875
0.6956326187241963,0.2921656998641625
0.15025636463298941,0.06310767314585557
0.5609938413990216,0.23561741338758915
0.3228398916824323,0.13559275450662162
0.09128107365915583,0.03833805093684546
0.8198729557926863,0.3443466414329283
0.36379622975355186,0.1527944164964918
0.7487993813643831,0.31449574017304094
0.6254983424814123,0.26270930384219326
0.217601758696222,0.09139273865241326
0.913386272709534,0.38362223453800437
0.22931349102924437,0.09631166623228266
0.5190408543250726,0.21799715881653056
0.6182313013412646,0.25965714656333116
0.8613846017036976,0.3617815327155531
0.6985478679780128,0.2933901045507655
0.2632133236071533,0.11054959591500442
0.4062519816697602,0.17062583230129932
0.7921222906259581,0.33269136206290245
0.3205159455891393,0.13461669714743854
0.577576692725813,0.24258221094484153
0.7339453857785598,0.3082570620269952
0.8250619868334209,0.3465260344700369
0.16503540045502307,0.06931486819110971
0.4230982712654967,0.17770127393150867
0.03471498033011011,0.01458029173864625
0.8561489503019457,0.3595825591268173
0.24236229058716874,0.10179216204661089
0.293122306405071,0.12311136869012984
0.4965578200064169,0.20855428440269516
0.7095627205041082,0.2980163426117255
0.3330892445762189,0.13989748272201197
0.19487573746484377,0.0818478097352344
0.06486793657715662,0.027244533362405784
0.6538635982569293,0.2746227112679104
0.46922620808179505,0.19707500739435396
0.1492323647298085,0.06267759318651958
0.9813794376947074,0.41217936383177717
0.47447588219443326,0.19927987052166202
0.09006643791595026,0.03782790392469912
0.5988102513946294,0.25150030558574443
0.3472432046468854,0.1458421459516919
0.41721720291211484,0.17523122522308826
0.4056616510644676,0.17037789344707643
0.5038872862093619,0.21163266020793203
0.9677642307730743,0.4064609769246913
0.17807511196160553,0.07479154702387433
0.34294327502406985,0.14403617551010936
0.2557276041959746,0.10740559376230936
0.6884914251347046,0.289166398556576
0.9236696379938395,0.3879412479574127
0.943216408583511,0.3961508916050747
0.2375920380538984,0.09978865598263735
0.5573057184211666,0.23406840173689003
0.17974955069927823,0.07549481129369687
0.9797612625939435,0.41149973028945636
0.8491360362233048,0.3566371352137881
0.6617249672166634,0.2779244862309987
0.08187612407446465,0.03438797211127516
0.7955566507852663,0.3341337933298119
0.578994084958374,0.24317751568251714
0.5177664795393766,0.21746192140653822
0.5420699367135797,0.22766937341970353
0.46010671746693765,0.19324482133611387
0.6127264708720687,0.2573451177662689
0.6208062159980138,0.2607386107191658
0.7181194280785337,0.3016101597929842
0.18635377955255994,0.0782685874120752
0.8996675561416596,0.37786037357949714
0.7974738379134609,0.33493901192365366
0.11987431889542,0.05034721393607641
0.19250336112006605,0.08085141167042777
0.5464380924894875,0.2295039988455848
0.9491559275490117,0.398645489570585
0.7353836523866208,0.3088611340023808
0.632483904534394,0.26564323990444555
0.652720898272318,0.27414277727437364
0.7720836836560506,0.32427514713554134
0.3661282959928437,0.15377388431699437
0.033704608742454956,0.014155935671831085
0.5586356079117041,0.23462695532291578
0.1476339107336636,0.06200624250813873
0.6193102486388407,0.2601103044283131
0.5588342468103211,0.23471038366033492
0.6969005546999474,0.29269823297397796
0.949450902546798,0.39876937906965526
0.33877778008103876,0.1422866676340363
0.5737325616266504,0.24096767588319323
0.4109134785529913,0.1725836609922564
0.6763550373975,0.2840691157069501
0.4851500631854684,0.20376302653789677
0.4461090074495707,0.18736578312881974
0.3674057107421139,0.15431039851168787
0.3852970312523136,0.16182475312597175
0.5830325660999861,0.24487367776199423
0.7140234403029604,0.2998898449272434
0.4119720285593269,0.17302825199491734
0.10968188879692253,0.04606639329470748
0.8924789912831886,0.3748411763389393
0.5928798984762,0.24900955736000407
0.9755245723814832,0.409720320400223
0.40737020752454633,0.1710954871603095
0.2595506092164569,0.10901125587091193
0.1346526846752708,0.05655412756361375
0.32583084015855035,0.13684895286659118
0.7139228288341223,0.2998475881103314
0.8018865938391174,0.3367923694124294
0.028060580613115338,0.011785443857508444
0.9325408499369826,0.39166715697353277
0.6918940546857081,0.29059550296799747
0.012152599350171212,0.00510409172707191
0.29737593306739096,0.12489789188830423
0.03332050889708427,0.013994613736775395
0.9706540726360837,0.40767471050715526
0.18517240315770334,0.07777240932623541
0.950429843913543,0.3991805344436882
0.3126624012332996,0.13131820851798584
0.9544325585028347,0.40086167457119065
0.4856987514947927,0.20399347562781298
0.7615296494675816,0.31984245277638435
0.7241516735196397,0.30414370287824877
0.6683302156573427,0.28069869057608404
0.2637373016674043,0.11076966670030983
0.7410838552463757,0.3112552192034779
0.5722388880956175,0.24034033300015942
0.2639227655678078,0.1108475615384793
0.9507707779647854,0.39932372674520994
0.4898138705174676,0.20572182561733643
0.45963781906270773,0.1930478840063373
0.4339228070584441,0.18224757896454657
0.6402864294170213,0.268920300355149
0.9194896523825894,0.38618565400068766
0.3071597591329581,0.12900709883584244
0.8396828177936598,0.3526667834733372
0.37087638932912725,0.15576808351823349
0.04548892007434657,0.019105346431225564
0.21196711440422067,0.0890261880497727
0.33620501872227326,0.1412061078633548
0.4161403612042488,0.17477895170578453
0.8835219069149016,0.3710792009042588
0.1019687244830566,0.042826864282883785
0.20172638862926262,0.08472508322429032
0.5133115291241951,0.215590842232162
0.20650746021165356,0.08673313328889451
0.7545059594024057,0.3168925029490105
0.28958670733086633,0.12162641707896389
0.9027297787930856,0.37914650709309605
0.6176347469041155,0.25940659369972857
0.08572922676803196,0.03600627524257343
0.31018970557963044,0.1302796763434448
0.10717070475338031,0.04501169599641974
0.744960058146901,0.3128832244216985
0.91256404989248,0.3832769009548417
0.4534620450703495,0.19045405892954684
0.7415989605005129,0.3114715634102155
0.23285620582188404,0.09779960644519133
0.6719101099641556,0.2822022461849454
0.07999742101349394,0.033598916825667464
0.5297021307645062,0.22247489492109268
0.4308157360110032,0.18094260912462137
0.7476553832771788,0.3140152609764152
0.6841155357785564,0.28732852502699374
0.8836745700864646,0.3711433194363152
0.4702794577857834,0.19751737227002908
0.7889205783178639,0.3313466428935029
0.22624405282731974,0.09502250218747431
0.22044802604363312,0.09258817093832593
0.803763258008197,0.33758056836344286
0.7664823483388714,0.32192258630232606
0.13685179819375026,0.05747775524137513
0.7829971783315341,0.3288588148992444
0.8459062912971133,0.3552806423447876
0.05311123886494329,0.022306720323276186
0.4876732080709577,0.20482274738980227
0.5066675477527585,0.2128003700561586
0.18168338767405945,0.07630702282310499
0.6798974577768835,0.28555693226629114
0.32919145913327896,0.1382604128359772
0.9718848884715887,0.4081916531580674
0.8287861554254852,0.34809018527870383
0.14299920117821552,0.060059664494850534
0.6060811645261198,0.2545540891009704
0.18939219588950051,0.07954472227359023
0.9712666178737007,0.4079319795069544
0.9110752937076197,0.3826516233572004
0.7695334773483091,0.3232040604862899
0.9499298041168521,0.398970517729078
0.28787899808023276,0.12090917919369779
0.05221837339418056,0.02193171682555584
0.884714729279805,0.37158018629751816
0.9227568713765149,0.38755788597813634
0.3464932159352859,0.14552715069282013
0.8439559622510914,0.35446150414545846
0.4654334767139956,0.19548206021987818
0.6174057526324477,0.2593104161056281
0.7629432298425947,0.32043615653388985
0.5342195275375309,0.224372201565763
0.18121193819115244,0.07610901404028404
0.9341022631968681,0.3923229505426847
0.02174900149480863,0.009134580627819626
0.14292361755932914,0.060027919374918255
0.06548529435568795,0.027503823629388944
0.43004189598370746,0.18061759631315719
0.34704938355168413,0.14576074109170736
0.6459492649892012,0.2712986912954646
0.608248610788202,0.2554644165310449
0.3345842348877851,0.14052537865286976
0.9802588628622109,0.41170872240212864
0.5494909420804168,0.23078619567377512
0.18716543514980588,0.07860948276291849
0.4236128237507558,0.17791738597531748
0.4511515249184529,0.18948364046575025
0.07015240534434897,0.02946401024462657
0.5779143161415372,0.2427240127794457
0.4062503647480368,0.17062515319417548
0.8374307886370248,0.3517209312275505
0.09391640642422838,0.03944489069817593
0.6639540280708571,0.2788606917897601
0.6232789102515467,0.2617771423056497
0.2272993265201978,0.09546571713848309
0.1793803948523489,0.07533976583798656
0.7319241975293205,0.30740816296231466
0.6946809982529218,0.29176601926622725
0.4403511804510286,0.18494749578943206
0.48432520626251807,0.20341658663025763
0.05102639882186388,0.021431087505182835
0.9355357153480333,0.39292500044617407
0.15475397352717768,0.06499666888141464
0.3396858982453439,0.14266807726304448
0.05079443756024682,0.021333663775303668
0.3535826612906573,0.1485047177420761
0.23333995939785723,0.09800278294710006
0.6226757634078887,0.2615238206313133
0.51955238160384,0.21821200027361284
0.6734989284398611,0.2828695499447417
0.5662298805909466,0.2378165498481976
0.5640881986247718,0.2369170434224042
0.08352346673333533,0.035079856028000844
